총점,회사,날짜,별점,요약,장점,단점,경영진에게
2.5,(주)알비케이이엠디,2020. 08,3점,"""일단 상장회사였어서 다시 재상장하는데 문제 없을 거라 기대해봅니다.""",일단 상장회사였어서 다시 재상장하는데 문제 없을 거라 기대해봅니다.,"이전 상장회사였으나, 체계적이지 못하고, 인수인계가 많이 미흡함.","신규 사업확장으로 회사가 더 나아지길 바라며, 체계적으로 돌아가는 회사가 되었으면 합니다."
2.5,(주)알비케이이엠디,2020. 07,2점,"""핸드폰카메라 오토 포커싱 액츄에이터 제조회사로 해외법인을 두고있는 회사이다""","부서마다 개개인마다 다르지만 대부분 칼퇴가능
눈치안보고 연차사용
평촌이전후 교통편은 나아짐 역에서10분거리","사건이후 직원들의 자발적퇴사 및 사직이 이뤄졌고 새로운 대표 및 임원들의 인력으로 채워지고 있음
기존 인력 및 채용공고로 들어가면 언제든 대체될수있다는 불안감존재
평촌으로 옮긴 후 부서마다 호실이 나뉘어 각자 독립된 사업체같음",회사가 어려운건 이해하나 과도하게 없앤 직원복지가 매우 아쉽습니다
2.5,(주)알비케이이엠디,2020. 07,3점,"""해외 제조 시설있음 과거 영광이후 기업내 변화로 인해 갈이중
향후 사업방향에 관해서는 미지수""","업무 편의성
맡은 업무에서의 확장성 높음
정시 출퇴근 단 긴급업무 대응시는 변동있음",전 대표진들의 횡령 등으로인해 최대주주 변경 등 방향성 확립에 대한 명확성 부족,"기업의 방향제시 등 으로 한치앞 정도는 볼수있길
신규 사업등 도 발전하길"
2.5,(주)알비케이이엠디,2020. 06,2점,"""경영난으로 인원의 감축이 너무 잦음. 고용불안이 심함.""",인원이 적다보니 가족같은 분위기임. 연차에 대하여 부담없이 사용할수 있음,"향후 전망이 밝지 않으며, 물량의 급감으로 고용의 불안이 있음",적극적인 투자 및 감축으로 적자를 탈피하려 하지 않았으면 함
2.5,(주)알비케이이엠디,2020. 05,2점,"""해외출장이 잦으며 그만큼의 대우가 없고 성장도 없다
사람보기를 소모품으로본다""",해외에 공장이 있어 해외를 경험할수있고 영어소통이 필요하여 영어는 늘수있다,해외에서 출장을 오랜기간 가나 그만큼의 보상이 없고 야근이 잦으며 경영이 최악임,회사의 이익만을 쫒지말고 사람을 보시길 바람니다 특히 인사팀의 경우 개인의 이득만을 위한 회사를위한 인사를 하지마십시요
2.5,(주)알비케이이엠디,2020. 03,3점,"""AF ACTUATOR VCM 전문 회사로 개발자로서 성장하기에 좋은 회사입니다.""","1. 연차 윗사람 눈치 안보고 쓸 수 있음.
2. 회사 식당이 커 회사 밥이 맛있음.
3. 카메라 VCM 개발자로서 성장할 수 있음.
4. 칼퇴가능","1. 부서 간 소통 부재로 실무자들이 힘들 수 있음.
2. 최근 경영자 횡령으로 인한 경영 악화로 재정상태가 힘듬.
- 인수된 후로 재정상태가 나아지고 있는 것으로 보임.","부서 간 소통이 좀 더 활발하면 더 성장할 수 있을 듯 합니다.
개발자를 좀 더 대우해주세요."
2.5,(주)알비케이이엠디,2020. 02,3점,"""최초에 만든 기술력으로 여태 버티고 있는 회사, 다른 것도 시도하고 있지만 주력품만큼의 기대는 힘들듯함""","경기테크노파크 안에 위치하고 있어, 식사나 건물은 정말 괜찮음(건물 청결도, 정원 등)","팀별 문화가 각각 다름, 한 부서내 직급이 다양하지가 않음.
대중교통 출퇴근이 불편함",최근 이슈가 많은 만큼 현재 경영진들이 지금부터라도 더 깨끗하고 좋은 방향으로 이끌어나갔으면 함
2.5,(주)알비케이이엠디,2020. 01,3점,"""매출은 안나오는데 다른 사업은 도전 안하는 회사 그래서 법정관리 오고 양아치놈들한체 횡령이나 당함""",워라밸은 지킬 수 있음. 업무량이 생각보다 많지 않음.,"1. 돈이 되는 사업을 확장 하거나 도전하지 못함.
2. 주식가지고 장난을 많이 침
3. 경영진 능력이 거의 없다고 보면 됨 새로운 경영진 왔다는데 살릴 수 있을지 의문임",어떤 누가 왔는지 모르지만 단시간에 이익을 내려고 하면 안되고 다른 사업도 과감하게 도전하고 투자 했으면 합니다
2.5,(주)알비케이이엠디,2019. 09,3점,"""신입들이 가기에는 좋은 회사이나 회사의 지속적인 경영난이 있음""","회사사람들 끼리는 친하게 지내고 아침, 점심, 저녁 지원, 기숙사 지원, 출장비 지원, 교육비 지원, 업무가 끝나면 퇴근이 자유로운 편.",지속적인 경영난과 사회뉴스로 나올만큼의 이슈가 있었음. 부서간 협업이 잘 이뤄지지 않는것 같으며 중간직급이 없어 상급자와 하급자의 거리가 느껴짐.,신규사업에 대한 투자가 이뤄지지 않는 아쉬운 점이 있음. 다른 사업도 진행 해야 될 듯함.
2.5,(주)알비케이이엠디,2019. 08,3점,"""해외 출장이 잦고 근무 강도가 센편임. 분위기는 수직적이나 같은 직급 사람들끼리는 편하게 애기함""","동종업계에서 연봉은 세다. 또한 연구 업무 시 다양한 경험들을 해볼수 있고, 나름 기술력이 있는 회사",해외출장이 너무 잦고 군대문화가 있음. 또한 팀끼리 견제가 있어 일의 업무 분장이 불분명햄 피곤한 부분이 생길수 있음,"해외출장시 장기로 출장을 보내지 마시고, 업무에 있어서 분담을 명획히 하여 부서간 충돌이 없도록 해주세요"
